INSTNM,SCH_DEG,PREDDEG,CONTROL,CCBASIC,ADM_RATE,ACTCM25,ACTCM75,ACTMTMID,ACTWRMID,SAT_AVG,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,labels
Alabama A & M University,3.0,3.0,1.0,18.0,0.8965,15.0,20.0,17.0,7.74,959.0,14694.0,15379.0,17694.0,17883.0,20483.0,1
University of Alabama at Birmingham,3.0,3.0,1.0,15.0,0.8059999999999999,22.0,30.0,24.0,7.74,1245.0,13443.0,14800.0,17857.0,19141.0,19717.0,1
Amridge University,3.0,2.0,2.0,20.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
University of Alabama in Huntsville,3.0,3.0,1.0,16.0,0.7711,24.0,31.0,26.0,7.74,1300.0,13631.0,15967.0,17054.0,19114.0,19862.0,1
Alabama State University,3.0,3.0,1.0,19.0,0.9888,14.0,20.0,17.0,7.74,938.0,19581.0,19396.0,19853.0,19620.0,17559.0,1
The University of Alabama,3.0,3.0,1.0,15.0,0.8039,23.0,31.0,25.0,8.0,1262.0,17523.0,19434.0,21649.0,23957.0,23605.0,1
Central Alabama Community College,2.0,1.0,1.0,2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,2308.0,3732.0,4201.0,7803.0,7493.0,2
Athens State University,3.0,3.0,1.0,22.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Auburn University at Montgomery,3.0,3.0,1.0,18.0,0.9555,18.0,23.0,19.0,7.74,1061.0,12134.0,13246.0,15400.0,17204.0,16341.0,1
Auburn University,3.0,3.0,1.0,15.0,0.8507,25.0,31.0,26.0,8.0,1302.0,17866.0,19064.0,23468.0,25389.0,26300.0,1
Birmingham-Southern College,3.0,3.0,2.0,21.0,0.6045,22.0,28.0,24.0,7.74,1202.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Chattahoochee Valley Community College,2.0,2.0,1.0,1.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,2686.0,1199.0,4402.0,6231.0,15555.36963190184,2
South University-Montgomery,3.0,3.0,3.0,20.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Enterprise State Community College,2.0,2.0,1.0,5.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,3220.0,3326.0,5340.0,7673.0,6898.0,2
Coastal Alabama Community College,2.0,2.0,1.0,5.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,7589.0,8607.0,10988.0,12840.0,13830.0,2
Faulkner University,3.0,3.0,2.0,19.0,0.7576,18.0,23.0,19.0,7.74,1068.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Gadsden State Community College,1.0,2.0,1.0,7.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,4166.0,4715.0,6620.0,5853.0,9600.0,2
New Beginning College of Cosmetology,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
George C Wallace Community College-Dothan,2.0,1.0,1.0,7.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,714.0,1769.0,4508.0,4718.0,15555.36963190184,2
George C Wallace State Community College-Hanceville,2.0,1.0,1.0,7.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,6020.0,7344.0,8440.0,10303.0,5942.0,2
George C Wallace State Community College-Selma,2.0,2.0,1.0,5.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,3733.0,4484.0,6800.0,5909.0,15555.36963190184,2
Herzing University-Birmingham,2.0,2.0,2.0,23.0,0.9153,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Huntingdon College,3.0,3.0,2.0,22.0,0.5439,19.0,24.0,21.0,7.74,1101.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Heritage Christian University,3.0,3.0,2.0,24.0,0.6667,20.59856630824373,26.247311827956988,22.647673314339986,12.0,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
J. F. Drake State Community and Technical College,1.0,1.0,1.0,7.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,5384.0,8166.0,8025.0,13810.511688311686,15555.36963190184,2
J F Ingram State Technical College,1.0,1.0,1.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,2902.0,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Jacksonville State University,3.0,3.0,1.0,18.0,0.6369,18.0,24.0,21.0,7.74,1084.0,14738.0,16163.0,19115.0,20976.0,21277.0,1
Jefferson State Community College,2.0,2.0,1.0,8.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8219.0,8737.0,11483.0,13098.0,13844.0,2
John C Calhoun State Community College,2.0,1.0,1.0,2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,4259.0,5745.0,8239.0,10451.0,10541.0,2
Judson College,3.0,3.0,2.0,21.0,0.5648,18.0,23.0,20.0,7.74,1068.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Lawson State Community College,1.0,2.0,1.0,4.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,7707.0,7930.0,8707.0,10995.0,15555.36963190184,2
University of West Alabama,3.0,3.0,1.0,18.0,0.9313,17.0,22.0,20.0,7.74,1035.0,14961.0,16062.0,18866.0,19596.0,17763.0,1
Lurleen B Wallace Community College,2.0,2.0,1.0,5.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,6864.0,6707.0,8176.0,7961.0,15555.36963190184,2
Marion Military Institute,2.0,2.0,1.0,1.0,0.575,18.0,26.0,22.0,7.74,1147.0,9935.0,9021.0,12260.0,13686.0,13076.0,2
Miles College,3.0,3.0,2.0,22.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
University of Mobile,3.0,3.0,2.0,22.0,0.6657,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
University of Montevallo,3.0,3.0,1.0,19.0,0.6052,19.0,26.0,21.0,7.74,1131.0,16012.0,17425.0,19443.0,21297.0,21208.0,1
Northwest-Shoals Community College,2.0,1.0,1.0,5.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,4373.0,5871.0,8855.0,11302.0,12026.0,2
University of North Alabama,3.0,3.0,1.0,18.0,0.8266,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,10885.0,11480.0,15060.0,16922.0,15952.0,1
Northeast Alabama Community College,1.0,1.0,1.0,5.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,2906.0,3489.0,5132.0,8672.0,9200.0,2
Oakwood University,3.0,3.0,2.0,22.0,0.8881,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Reid State Technical College,1.0,1.0,1.0,8.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,1350.0,1457.0,3534.0,13810.511688311686,15555.36963190184,2
Bishop State Community College,1.0,1.0,1.0,8.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,4120.0,5289.0,6290.0,13810.511688311686,15555.36963190184,2
Samford University,3.0,3.0,2.0,17.0,0.8399,23.0,29.0,24.0,7.74,1219.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Shelton State Community College,2.0,2.0,1.0,7.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,7782.0,7779.0,9887.0,12106.0,15555.36963190184,2
Snead State Community College,2.0,2.0,1.0,2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,5129.0,5841.0,8183.0,7737.0,15555.36963190184,2
University of South Alabama,3.0,3.0,1.0,16.0,0.7303,20.0,27.0,22.0,7.0,1162.0,12906.0,13717.0,17568.0,21445.0,21591.0,1
Spring Hill College,3.0,3.0,2.0,21.0,0.5416,20.0,25.0,21.0,7.74,1125.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Stillman College,3.0,3.0,2.0,21.0,0.5553,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Talladega College,3.0,3.0,2.0,21.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
H Councill Trenholm State Community College,1.0,2.0,1.0,7.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,4533.0,6433.0,7290.0,13810.511688311686,15555.36963190184,2
Troy University,3.0,3.0,1.0,18.0,0.9243,18.0,25.0,20.0,7.74,1094.0,14852.0,16013.0,16049.0,15883.0,16141.0,1
Tuskegee University,3.0,3.0,2.0,19.0,0.6113,18.0,24.0,20.0,7.74,1016.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
United States Sports Academy,3.0,3.0,2.0,32.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Bevill State Community College,2.0,1.0,1.0,8.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8063.0,8701.0,10829.0,10094.0,15555.36963190184,2
University of Alaska Anchorage,3.0,3.0,1.0,18.0,0.7683,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8971.0,10663.0,12985.0,15477.0,15605.0,1
Alaska Bible College,3.0,3.0,2.0,24.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
University of Alaska Fairbanks,3.0,3.0,1.0,16.0,0.6701,18.0,26.0,22.0,7.0,1138.0,6880.0,9093.0,11587.0,11476.0,12552.0,1
University of Alaska Southeast,3.0,1.0,1.0,19.0,0.6352,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,6590.0,10614.0,10534.0,11662.0,11639.0,1
Alaska Pacific University,3.0,3.0,2.0,20.0,0.9065,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Alaska Vocational Technical Center,1.0,1.0,1.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,7098.0,9982.0,11300.029446407541,13810.511688311686,15555.36963190184,2
Charter College,1.0,1.0,3.0,23.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Alaska Career College,1.0,1.0,3.0,13.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Empire Beauty School-Tucson,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Carrington College-Phoenix North,1.0,1.0,3.0,10.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Carrington College-Mesa,1.0,1.0,3.0,10.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Carrington College-Tucson,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Arizona Academy of Beauty,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Miller-Motte College-Arizona Automotive Institute,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Brookline College-Phoenix,1.0,1.0,3.0,26.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Arizona State University Campus Immersion,3.0,3.0,1.0,15.0,0.8837,21.0,28.0,24.0,7.74,1207.0,8969.0,10628.0,15561.0,19031.0,20774.0,1
Arizona Western College,1.0,1.0,1.0,1.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,9442.0,10393.0,12445.0,14176.0,8894.0,2
University of Arizona,3.0,3.0,1.0,15.0,0.8513,21.0,29.0,24.0,7.74,1220.0,8987.0,10160.0,13644.0,18708.0,20187.0,1
Central Arizona College,1.0,1.0,1.0,2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,4634.0,5719.0,7205.0,9213.0,9364.0,2
Charles of Italy Beauty College,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Cochise County Community College District,2.0,2.0,1.0,9.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,5864.0,6685.0,8842.0,9128.0,15555.36963190184,2
Empire Beauty School-Chandler,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Avalon Institute-Mesa,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Eastern Arizona College,1.0,1.0,1.0,6.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,7919.0,7735.0,9507.0,11263.0,5375.0,2
Embry-Riddle Aeronautical University-Prescott,3.0,3.0,2.0,22.0,0.6685,23.0,29.0,26.0,7.74,1238.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
The School of Architecture,3.0,4.0,2.0,30.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Glendale Community College,1.0,1.0,1.0,2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,9592.0,10668.0,8276.0,13810.511688311686,15555.36963190184,2
Grand Canyon University,3.0,3.0,3.0,17.0,0.8069,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
GateWay Community College,1.0,1.0,1.0,8.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,10085.0,9802.0,15328.0,13810.511688311686,15555.36963190184,2
Mesa Community College,2.0,1.0,1.0,2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,10484.0,10927.0,11210.0,15405.0,15555.36963190184,2
Mohave Community College,2.0,1.0,1.0,5.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,6646.0,7158.0,9513.0,11562.0,10037.0,2
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Dine College,2.0,2.0,1.0,33.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,10174.0,10862.0,11914.0,13024.0,13447.0,2
Northern Arizona University,3.0,3.0,1.0,16.0,0.8164,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,10520.0,11320.0,14142.0,17920.0,19585.0,1
Northland Pioneer College,1.0,1.0,1.0,9.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,10001.0,11969.0,10866.0,14559.0,15555.36963190184,2
Ottawa University-Phoenix,3.0,3.0,2.0,20.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Phoenix College,2.0,2.0,1.0,5.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,9639.0,11190.0,11661.0,13810.511688311686,15555.36963190184,2
Pima Community College,1.0,1.0,1.0,1.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,2831.0,3852.0,5851.0,8076.0,8766.0,2
Pima Medical Institute-Tucson,1.0,2.0,3.0,26.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Pima Medical Institute-Albuquerque,1.0,1.0,3.0,10.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Prescott College,3.0,3.0,2.0,20.0,0.9842,15.0,24.0,19.0,7.74,1141.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Refrigeration School Inc,1.0,1.0,3.0,11.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Rio Salado College,1.0,1.0,1.0,9.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,9077.0,11405.0,11300.029446407541,13810.511688311686,15555.36963190184,2
Roberto-Venn School of Luthiery,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Scottsdale Community College,2.0,2.0,1.0,3.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,11029.0,15681.0,11300.029446407541,13810.511688311686,15555.36963190184,2
South Mountain Community College,2.0,2.0,1.0,2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,9833.0,8042.0,11892.0,13810.511688311686,15555.36963190184,2
Arizona Christian University,3.0,3.0,2.0,22.0,0.7147,17.0,22.0,20.0,7.74,1031.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Universal Technical Institute of Arizona Inc,1.0,2.0,3.0,11.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Empire Beauty School-NW Phoenix,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Yavapai College,1.0,1.0,1.0,6.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,5983.0,6872.0,7783.0,10721.0,9889.0,2
University of Arkansas at Little Rock,3.0,3.0,1.0,16.0,0.5604,18.0,25.0,21.0,7.74,1098.0,14180.0,15542.0,18206.0,20324.0,20416.0,1
University of Arkansas for Medical Sciences,3.0,3.0,1.0,25.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Arkansas Baptist College,2.0,2.0,2.0,23.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Arkansas Beauty School-Little Rock,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Arkansas Beauty College,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Lyon College,3.0,3.0,2.0,21.0,0.5015,22.0,28.0,23.0,7.74,1198.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Arkansas Technical School,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Arthur's Beauty College,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
University of Arkansas,3.0,3.0,1.0,15.0,0.7767,23.0,29.0,24.0,7.74,1236.0,12003.0,13690.0,16256.0,19053.0,19897.0,1
University of Arkansas at Pine Bluff,3.0,3.0,1.0,22.0,0.5966,14.0,18.0,16.0,7.74,900.0,10533.0,11418.0,13747.0,15157.0,16017.0,1
Arkansas State University-Beebe,1.0,2.0,1.0,5.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8195.0,8223.0,10744.0,12390.0,13092.0,2
Arkansas State University,3.0,3.0,1.0,16.0,0.6719,20.0,26.0,22.0,7.74,1149.0,12120.0,12019.0,14698.0,16946.0,17614.0,1
Arkansas Tech University,3.0,3.0,1.0,18.0,0.9766,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,10455.0,10800.0,12727.0,14283.0,14374.0,1
University of Arkansas at Monticello,1.0,1.0,1.0,19.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,9247.0,10374.0,12840.0,13938.0,12464.0,1
Arthur's Beauty College,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Baptist Health College Little Rock,2.0,2.0,2.0,10.0,0.5,18.0,22.0,17.0,7.74,1050.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Black River Technical College,1.0,2.0,1.0,4.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,3853.0,4376.0,8312.0,10967.0,15555.36963190184,2
University of Central Arkansas,3.0,3.0,1.0,17.0,0.9378,20.0,27.0,22.0,7.74,1166.0,14136.0,15016.0,16798.0,19344.0,19270.0,1
Central Baptist College,3.0,3.0,2.0,22.0,0.4981,18.0,22.0,19.0,7.74,1041.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Cossatot Community College of the University of Arkansas,1.0,1.0,1.0,6.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,5109.0,6473.0,7790.0,13810.511688311686,15555.36963190184,2
Crowley's Ridge College,3.0,3.0,2.0,22.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
East Arkansas Community College,1.0,1.0,1.0,3.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,6378.0,6749.0,8555.0,13810.511688311686,11042.0,2
Eastern College of Health Vocations-Little Rock,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
Paul Mitchell the School-Little Rock,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
National Park College,2.0,1.0,1.0,7.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8705.0,9344.0,10406.0,9885.0,14685.0,2
University of Arkansas Community College-Batesville,1.0,1.0,1.0,7.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,9508.0,9237.0,11330.0,12769.0,13911.0,2
Harding University,3.0,3.0,2.0,17.0,0.5507,21.0,29.0,23.0,7.74,1207.0,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Henderson State University,3.0,3.0,1.0,19.0,0.7490000000000001,19.0,24.0,21.0,7.74,1098.0,13664.0,14172.0,15751.0,16021.0,15954.0,1
Hendrix College,3.0,3.0,2.0,21.0,0.7054,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,1
Hot Springs Beauty College,1.0,1.0,3.0,-2.0,0.7116336734693877,20.59856630824373,26.247311827956988,22.647673314339986,7.74,1140.2142230026338,8282.877674163467,8999.653119633658,11300.029446407541,13810.511688311686,15555.36963190184,2
